"index" "X" "Y" "Z" "Color"
"1" -2.05889784498507 -2.11811027802973 -0.222122189769677 6
"2" 4.30763813395084 1.75069263955819 -3.05473685683618 4
"3" -0.516056182575892 -1.67081769984808 0.263502141669994 6
"4" 2.47327271992507 0.063450914313085 -0.855266377104628 7
"5" 4.28857712650144 1.915198306301 -3.52388928583892 4
"6" 1.35139724083009 0.629992616509717 2.47670547408579 2
"7" -4.04792656368241 -1.12117090353107 3.13883496306615 3
"8" -4.70014210360881 0.559129916676052 2.82290715656428 3
"9" 1.13622011584722 0.589534653066605 3.24297612922478 2
"10" 1.64993985132012 0.883347172906072 2.47838093974887 2
"11" 1.51749968755839 -1.78314831564964 0.867003131899686 7
"12" -1.353736516891 -1.98847504930079 -0.304040362803521 6
"13" -1.82370594321069 -2.57597624017879 0.219118113377569 6
"14" -4.88463929578334 0.45042668343916 2.90355815822415 3
"15" 3.99941435239243 -0.0777259285485908 -3.83153219765713 4
"16" 0.721993549339677 -1.84573567176338 -0.00595914046680478 1
"17" -4.59428909159554 0.115339737154775 3.01007885101207 3
"18" 2.54717294745329 -0.292259401208827 -0.0575347907627113 7
"19" 0.762643557771828 -2.42605121800207 0.439539899848249 1
"20" 2.125805626165 -0.284775829895175 -0.541406714311371 7
"21" -0.375253749404521 -3.19427874159811 0.449669800347107 1
"22" 4.70283475920166 0.99879204174816 -3.11030012063077 4
"23" 0.497364526819785 1.50723963824698 3.62866626531793 9
"24" -8.28747883849272 2.1716394846595 0.581595883167921 10
"25" 1.96178852997635 0.874562229120626 2.51417885100437 2
"26" -4.73958039209236 -0.559394997847526 3.17738135578535 3
"27" 4.43013220377279 1.58806449555976 -3.33657960746928 4
"28" 0.650894411476362 -3.07033992933689 0.736194118037508 1
"29" 4.15149410542742 2.09179507335696 -3.12229603673013 4
"30" 2.84776544260209 1.77385873266724 -3.84986841405512 4
"31" -7.89327429922939 1.59038495862101 0.363525835194798 10
"32" 1.93172339584248 0.139604720860575 3.2428514579163 2
"33" -1.96855186854763 -1.89404927085798 0.63541840055977 3
"34" 1.78100232518987 0.808771270458845 -3.89182424287172 6
"35" 1.54847474128064 1.29275840631887 2.31667089816859 9
"36" -3.41174326999022 -0.123474986737966 2.66366304873754 3
"37" 0.517508895746915 1.36924111002212 3.13136530636275 9
"38" 3.26992395858799 0.182902450443388 -4.83816210112546 4
"39" 1.54974736404257 0.890086334680544 2.00870789626646 7
"40" 1.36003088360405 -1.70550752979694 1.69770576353054 7
"41" 2.29932009951931 0.656624216253762 3.55636198710015 2
"42" -0.752495422071686 -2.03180560723389 -0.257798394462034 6
"43" -0.810833524573441 -1.50059817730105 -0.838980281083793 6
"44" 1.90139133638126 -0.000447885520384883 3.12837453046096 2
"45" 1.64383449627362 0.154281198924422 3.25150619469281 2
"46" 1.15444037395475 0.533522668206308 3.27822653995903 2
"47" -0.529920204507357 -1.16626492715524 -0.678355239490997 6
"48" 2.22191351293874 -1.74317348142853 1.34255560402899 7
"49" 2.08455413344674 -1.77245215584126 1.04841152240638 1
"50" 2.17615690113524 0.859546415521834 -4.44162405173011 4
"51" 2.20545877320669 0.621066649485911 2.58079921967089 2
"52" 2.18550742620761 0.837532283660131 -4.51731575841215 4
"53" 2.13285408836191 0.921881930690214 -4.4841425290261 4
"54" 1.30479112121518 0.509798965806562 3.24436340359123 2
"55" 1.91845697421107 0.96907895499934 -4.15939978553211 4
"56" -3.10181130451514 -0.519481751957557 4.12503759149664 3
"57" -3.21940332982486 -0.324405313762899 2.87731797172288 3
"58" -0.931783377982125 -1.56966325856252 -0.584855189906285 6
"59" 3.49957715864651 0.422671619710278 -4.52724263420631 4
"60" -4.73258544219034 -0.561827607756384 3.19952148448944 3
"61" 3.02386433217571 0.900029012025701 3.90229719906118 2
"62" -0.26542063832892 -2.26112557717022 -0.0155424502568367 1
"63" -8.06029402602969 1.81116985963967 0.125729868949793 10
"64" 2.56756197115487 0.792742484603114 2.44424923377162 2
"65" -0.899572740201425 -1.60553386742471 -0.551001740290971 6
"66" 3.86356663437431 2.14242128337475 -3.33047558207366 4
"67" 4.55592486246074 0.910740642435777 -2.98128360965676 4
"68" 0.836027205086205 0.972207775004416 3.96715918144237 2
"69" -0.248578197687379 0.00822610362741905 -1.24354664867816 6
"70" 4.39212328975421 0.00526698024526473 -3.1259158666577 4
"71" 1.19479495987045 1.79787978495153 3.44398552168403 9
"72" -3.82188782302549 -0.974987733295256 3.6014059407412 3
"73" 0.666056813620618 -2.8945731220118 -0.46766720425317 1
"74" -0.202658208368619 -2.17028178888963 0.758202569235644 1
"75" -5.272260480024 1.43876842375365 2.54515965919096 9
"76" -3.60473305596554 0.783578200080437 3.37211199394991 3
"77" 3.31299116741372 0.10730920996688 -4.82531016283225 4
"78" 2.51270714820092 -0.443970065819937 0.170105446693649 7
"79" 1.11303364529418 1.23071308290586 3.15498585338195 9
"80" -0.168802113526686 -3.16108470747483 0.494535738663929 1
"81" -2.86276383331506 -0.378477362730752 4.1556908165309 3
"82" -0.407667426738255 -2.05913578028029 0.426212122662226 1
